OpenMP is enabled.
Number of threads = 8
app_name: lane_emden
G = 0.00043
Using algorithm: GSPH
Particle id: 0 | n_neighbor: 20 | dens_i: 3.77892 | updated sml: 0.78221 | v_sig_max: 0.326353
Particle id: 3950 | n_neighbor: 30 | dens_i: 22.3953 | updated sml: 0.432242 | v_sig_max: 0.647027
Particle id: 1200 | n_neighbor: 35 | dens_i: 7.11448 | updated sml: 0.63348 | v_sig_max: 0.481756
Particle id: 2250 | n_neighbor: 32 | dens_i: 23.5563 | updated sml: 0.425021 | v_sig_max: 0.864302
Particle id: 1850 | n_neighbor: 28 | dens_i: 133.086 | updated sml: 0.238636 | v_sig_max: 0.934794
Particle id: 3200 | n_neighbor: 27 | dens_i: 156.057 | updated sml: 0.2263 | v_sig_max: 0.990592
Particle id: 250 | n_neighbor: 25 | dens_i: 2.79314 | updated sml: 0.86513 | v_sig_max: 0.324294
Particle id: 1900 | n_neighbor: 26 | dens_i: 131.729 | updated sml: 0.239452 | v_sig_max: 0.964316
Particle id: 4000 | n_neighbor: 29 | dens_i: 40.0079 | updated sml: 0.35623 | v_sig_max: 0.742553
Particle id: 2750 | n_neighbor: 30 | dens_i: 5.3523 | updated sml: 0.69652 | v_sig_max: 0.42288
Particle id: 2300 | n_neighbor: 25 | dens_i: 234.76 | updated sml: 0.197502 | v_sig_max: 0.982268
Particle id: 3250 | n_neighbor: 31 | dens_i: 47.509 | updated sml: 0.336398 | v_sig_max: 0.851887
Particle id: 1950 | n_neighbor: 24 | dens_i: 111.486 | updated sml: 0.253147 | v_sig_max: 0.891571
Particle id: 2800 | n_neighbor: 26 | dens_i: 116.389 | updated sml: 0.249541 | v_sig_max: 0.95876
Particle id: 2350 | n_neighbor: 27 | dens_i: 40.6593 | updated sml: 0.354317 | v_sig_max: 0.801452
Particle id: 300 | n_neighbor: 28 | dens_i: 42.6547 | updated sml: 0.348704 | v_sig_max: 0.773785
Particle id: 4050 | n_neighbor: 31 | dens_i: 29.3694 | updated sml: 0.394894 | v_sig_max: 0.712804
Particle id: 2850 | n_neighbor: 26 | dens_i: 73.4191 | updated sml: 0.290966 | v_sig_max: 0.891811
Particle id: 2400 | n_neighbor: 30 | dens_i: 27.331 | updated sml: 0.404477 | v_sig_max: 0.73682
Particle id: 3300 | n_neighbor: 31 | dens_i: 23.3497 | updated sml: 0.426272 | v_sig_max: 0.658856
Particle id: 750 | n_neighbor: 29 | dens_i: 31.5196 | updated sml: 0.385702 | v_sig_max: 0.718905
Particle id: 1250 | n_neighbor: 26 | dens_i: 77.1524 | updated sml: 0.286195 | v_sig_max: 0.901379
Particle id: 4100 | n_neighbor: 30 | dens_i: 5.3523 | updated sml: 0.69652 | v_sig_max: 0.42288
Particle id: 350 | n_neighbor: 38 | dens_i: 2.88515 | updated sml: 0.855835 | v_sig_max: 0.575067
Particle id: 1300 | n_neighbor: 29 | dens_i: 40.0079 | updated sml: 0.35623 | v_sig_max: 0.742553
Particle id: 800 | n_neighbor: 30 | dens_i: 27.331 | updated sml: 0.404477 | v_sig_max: 0.73682
Particle id: 2000 | n_neighbor: 26 | dens_i: 131.729 | updated sml: 0.239452 | v_sig_max: 0.964316
Particle id: 4150 | n_neighbor: 29 | dens_i: 33.2223 | updated sml: 0.378997 | v_sig_max: 0.863513
Particle id: 2900 | n_neighbor: 26 | dens_i: 116.389 | updated sml: 0.249541 | v_sig_max: 0.95876
Particle id: 2450 | n_neighbor: 27 | dens_i: 64.2218 | updated sml: 0.304241 | v_sig_max: 0.841055
Particle id: 850 | n_neighbor: 31 | dens_i: 36.4611 | updated sml: 0.367427 | v_sig_max: 0.741146
Particle id: 1350 | n_neighbor: 24 | dens_i: 147.888 | updated sml: 0.230393 | v_sig_max: 0.993459
Particle id: 400 | n_neighbor: 27 | dens_i: 52.4263 | updated sml: 0.325534 | v_sig_max: 0.833235
Particle id: 3350 | n_neighbor: 32 | dens_i: 27.2413 | updated sml: 0.404921 | v_sig_max: 0.620022
Particle id: 900 | n_neighbor: 30 | dens_i: 27.331 | updated sml: 0.404477 | v_sig_max: 0.73682
Particle id: 1400 | n_neighbor: 27 | dens_i: 60.3647 | updated sml: 0.310588 | v_sig_max: 0.888008
Particle id: 4200 | n_neighbor: 34 | dens_i: 9.03934 | updated sml: 0.58488 | v_sig_max: 0.825893
Particle id: 3400 | n_neighbor: 30 | dens_i: 35.248 | updated sml: 0.371593 | v_sig_max: 0.73236
Particle id: 2950 | n_neighbor: 25 | dens_i: 97.0359 | updated sml: 0.265136 | v_sig_max: 0.928972
Particle id: 450 | n_neighbor: 31 | dens_i: 16.6593 | updated sml: 0.477046 | v_sig_max: 0.587463
Particle id: 1450 | n_neighbor: 29 | dens_i: 25.5232 | updated sml: 0.41381 | v_sig_max: 0.64601
Particle id: 3450 | n_neighbor: 26 | dens_i: 136.723 | updated sml: 0.236501 | v_sig_max: 0.988286
Particle id: 950 | n_neighbor: 32 | dens_i: 35.6542 | updated sml: 0.370178 | v_sig_max: 0.7188916
article id: 3450 | n_neighbor: 26 | dens_i: 129.908 | updated sml: 0.240566 | v_sig_max: 0.982

Particle id: 500 | n_neighbor: 30 | dens_i: 5.3523 | updated sml: 0.69652 | v_sig_max: 0.42288

Particle id: 1500 | n_neighbor: 28 | dens_i: 35.6561 | updated sml: 0.37017 | v_sig_max: 0.845333
Particle id: 2500 | n_neighbor: 26 | dens_i: 45.0116 | updated sml: 0.342508 | v_sig_max: 0.848385
Particle id: 3000 | n_neighbor: 28 | dens_i: 43.9852 | updated sml: 0.345152 | v_sig_max: 0.786402
Particle id: 3500 | n_neighbor: 28 | dens_i: 77.3453 | updated sml: 0.285957 | v_sig_max: 0.893174
Particle id: 1000 | n_neighbor: 27 | dens_i: 60.3647 | updated sml: 0.310588 | v_sig_max: 0.888008
Particle id: 2100 | n_neighbor: 25 | dens_i: 60.773 | updated sml: 0.309891 | v_sig_max: 0.804124
Particle id: 2550 | n_neighbor: 26 | dens_i: 145.893 | updated sml: 0.231438 | v_sig_max: 0.998888
Particle id: 3550 | n_neighbor: 29 | dens_i: 11.669 | updated sml: 0.537159 | v_sig_max: 0.452241
Particle id: 3050 | n_neighbor: 27 | dens_i: 38.2313 | updated sml: 0.361665 | v_sig_max: 0.812118
Particle id: 1550 | n_neighbor: 23 | dens_i: 60.7288 | updated sml: 0.309966 | v_sig_max: 0.927737
Particle id: 1050 | n_neighbor: 31 | dens_i: 22.2238 | updated sml: 0.433351 | v_sig_max: 0.798157
Particle id: 2600 | n_neighbor: 26 | dens_i: 44.986 | updated sml: 0.342573 | v_sig_max: 0.825379
Particle id: 3600 | n_neighbor: 32 | dens_i: 20.0584 | updated sml: 0.448416 | v_sig_max: 0.528803
Particle id: 3100 | n_neighbor: 31 | dens_i: 18.3751 | updated sml: 0.46171 | v_sig_max: 0.541359
Particle id: 3650 | n_neighbor: 26 | dens_i: 90.2202 | updated sml: 0.271651 | v_sig_max: 0.864104
Particle id: 3150 | n_neighbor: 26 | dens_i: 97.455 | updated sml: 0.264755 | v_sig_max: 0.91271
loop: 66, time: 5.99046, dt: 0.0573624, num: 4224
Particle id: 0 | n_neighbor: 36 | dens_i: 2.63428 | updated sml: 0.882184 | v_sig_max: 0.76719
Particle id: 1600 | n_neighbor: 33 | dens_i: 24.8886 | updated sml: 0.417297 | v_sig_max: 0.818403
Particle id: 550 | n_neighbor: 25 | dens_i: 42.7477 | updated sml: 0.348451 | v_sig_max: 0.798586
Particle id: 2150 | n_neighbor: 24 | dens_i: 112.773 | updated sml: 0.25218 | v_sig_max: 0.886323
Particle id: 1100 | n_neighbor: 29 | dens_i: 46.1664 | updated sml: 0.339628 | v_sig_max: 0.852888
Particle id: 3200 | n_neighbor: 27 | dens_i: 158.254 | updated sml: 0.225248 | v_sig_max: 0.991211
Particle id: 1650 | n_neighbor: 28 | dens_i: 190.039 | updated sml: 0.211917 | v_sig_max: 1.01003
Particle id: 2650 | n_neighbor: 27 | dens_i: 158.254 | updated sml: 0.225248 | v_sig_max: 0.991211
Particle id: 600 | n_neighbor: 32 | dens_i: 35.8223 | updated sml: 0.369598 | v_sig_max: 0.731183
Particle id: 2200 | n_neighbor: 27 | dens_i: 164.501 | updated sml: 0.22236 | v_sig_max: 0.989147
Particle id: 1150 | n_neighbor: 32 | dens_i: 27.2911 | updated sml: 0.404674 | v_sig_max: 0.624724
Particle id: 3250 | n_neighbor: 31 | dens_i: 47.9949 | updated sml: 0.335259 | v_sig_max: 0.86348
Particle id: 1700 | n_neighbor: 33 | dens_i: 24.8886 | updated sml: 0.417297 | v_sig_max: 0.818403
Particle id: 50 | n_neighbor: 31 | dens_i: 33.893 | updated sml: 0.376481 | v_sig_max: 0.87629
Particle id: 2250 | n_neighbor: 32 | dens_i: 24.0779 | updated sml: 0.421929 | v_sig_max: 0.88327
Particle id: 2700 | n_neighbor: 27 | dens_i: 87.4953 | updated sml: 0.274442 | v_sig_max: 0.892216
Particle id: 650 | n_neighbor: 32 | dens_i: 9.05809 | updated sml: 0.584479 | v_sig_max: 0.489096
Particle id: 1200 | n_neighbor: 35 | dens_i: 7.08627 | updated sml: 0.634319 | v_sig_max: 0.486817
Particle id: 100 | n_neighbor: 31 | dens_i: 33.893 | updated sml: 0.376481 | v_sig_max: 0.87629
Particle id: 2300 | n_neighbor: 25 | dens_i: 239.548 | updated sml: 0.196177 | v_sig_max: 0.989579
Particle id: 3300 | n_neighbor: 31 | dens_i: 23.4866 | updated sml: 0.425443 | v_sig_max: 0.663897
Particle id: 2750 | n_neighbor: 31 | dens_i: 5.32751 | updated sml: 0.697599 | v_sig_max: 0.42667
Particle id: 700 | n_neighbor: 32 | dens_i: 20.0044 | updated sml: 0.448819 | v_sig_max: 0.528863
Particle id: 1250 | n_neighbor: 24 | dens_i: 78.3266 | updated sml: 0.284758 | v_sig_max: 0.896536
Particle id: 150 | n_neighbor: 33 | dens_i: 8.09811 | updated sml: 0.606716 | v_sig_max: 0.451259
Particle id: 2350 | n_neighbor: 28 | dens_i: 41.1164 | updated sml: 0.353 | v_sig_max: 0.806503
Particle id: 2800 | n_neighbor: 26 | dens_i: 118.211 | updated sml: 0.248252 | v_sig_max: 0.95257
Particle id: 3350 | n_neighbor: 32 | dens_i: 27.2911 | updated sml: 0.404674 | v_sig_max: 0.624724
Particle id: 1750 | n_neighbor: 27 | dens_i: 45.5959 | updated sml: 0.341039 | v_sig_max: 0.860139
Particle id: 200 | n_neighbor: 27 | dens_i: 38.7199 | updated sml: 0.360137 | v_sig_max: 0.817305
Particle id: 2400 | n_neighbor: 31 | dens_i: 27.5959 | updated sml: 0.403179 | v_sig_max: 0.740463
Particle id: 1300 | n_neighbor: 29 | dens_i: 40.4043 | updated sml: 0.355061 | v_sig_max: 0.745791
Particle id: 2850 | n_neighbor: 26 | dens_i: 74.4806 | updated sml: 0.289577 | v_sig_max: 0.893663
Particle id: 3400 | n_neighbor: 30 | dens_i: 35.4715 | updated sml: 0.370811 | v_sig_max: 0.745231
Particle id: 250 | n_neighbor: 25 | dens_i: 2.77346 | updated sml: 0.867172 | v_sig_max: 0.322751
Particle id: 2450 | n_neighbor: 27 | dens_i: 65.4316 | updated sml: 0.302355 | v_sig_max: 0.8408
Particle id: 750 | n_neighbor: 29 | dens_i: 31.773 | updated sml: 0.384674 | v_sig_max: 0.729913
Particle id: 1350 | n_neighbor: 24 | dens_i: 150.815 | updated sml: 0.228892 | v_sig_max: 1.00218
Particle id: 2900 | n_neighbor: 26 | dens_i: 118.211 | updated sml: 0.248252 | v_sig_max: 0.95257
Particle id: 300 | n_neighbor: 28 | dens_i: 43.0751 | updated sml: 0.347566 | v_sig_max: 0.784146
Particle id: 3450 | n_neighbor: 26 | dens_i: 138.718 | updated sml: 0.235361 | v_sig_max: 0.989147
Particle id: 1800 | n_neighbor: 29 | dens_i: 15.8996 | updated sml: 0.484526 | v_sig_max: 0.863882
Particle id: 2950 | n_neighbor: 25 | dens_i: 98.4206 | updated sml: 0.263886 | v_sig_max: 0.930468
Particle id: 2500 | n_neighbor: 27 | dens_i: 45.5959 | updated sml: 0.341039 | v_sig_max: 0.860139
Particle id: 350 | n_neighbor: 37 | dens_i: 2.89674 | updated sml: 0.854693 | v_sig_max: 0.579779
Particle id: 3500 | n_neighbor: 27 | dens_i: 78.5212 | updated sml: 0.284523 | v_sig_max: 0.898141
Particle id: 800 | n_neighbor: 31 | dens_i: 27.5959 | updated sml: 0.403179 | v_sig_max: 0.740463
Particle id: 1850 | n_neighbor: 28 | dens_i: 134.847 | updated sml: 0.237592 | v_sig_max: 0.930192
Particle id: 1400 | n_neighbor: 27 | dens_i: 61.2489 | updated sml: 0.309086 | v_sig_max: 0.894681
Particle id: 400 | n_neighbor: 28 | dens_i: 53.2419 | updated sml: 0.323863 | v_sig_max: 0.84059
Particle id: 2550 | n_neighbor: 26 | dens_i: 148.442 | updated sml: 0.230105 | v_sig_max: 1.00553
Particle id: 850 | n_neighbor: 31 | dens_i: 36.6582 | updated sml: 0.366767 | v_sig_max: 0.750315
Particle id: 3550 | n_neighbor: 29 | dens_i: 11.624 | updated sml: 0.537851 | v_sig_max: 0.448951
Particle id: 1450 | n_neighbor: 29 | dens_i: 25.6125 | updated sml: 0.413329 | v_sig_max: 0.648022
Particle id: 450 | n_neighbor: 31 | dens_i: 16.634 | updated sml: 0.477288 | v_sig_max: 0.592734
Particle id: 2600 | n_neighbor: 25 | dens_i: 46.1238 | updated sml: 0.339733 | v_sig_max: 0.82403
Particle id: 900 | n_neighbor: 31 | dens_i: 27.5959 | updated sml: 0.403179 | v_sig_max: 0.740463
Particle id: 3600 | n_neighbor: 32 | dens_i: 20.0044 | updated sml: 0.448819 | v_sig_max: 0.528863
Particle id: 1500 | n_neighbor: 28 | dens_i: 36.2023 | updated sml: 0.368299 | v_sig_max: 0.858702
Particle id: 500 | n_neighbor: 31 | dens_i: 5.32751 | updated sml: 0.697599 | v_sig_max: 0.42667
Particle id: 3000 | n_neighbor: 28 | dens_i: 44.3816 | updated sml: 0.344121 | v_sig_max: 0.792206
Particle id: 1900 | n_neighbor: 25 | dens_i: 134.015 | updated sml: 0.238083 | v_sig_max: 0.967059
Particle id: 3650 | n_neighbor: 26 | dens_i: 91.397 | updated sml: 0.27048 | v_sig_max: 0.865842
Particle id: 1550 | n_neighbor: 23 | dens_i: 61.6793 | updated sml: 0.308366 | v_sig_max: 0.931781
Particle id: 950 | n_neighbor: 32 | dens_i: 35.8223 | updated sml: 0.369598 | v_sig_max: 0.731183
Particle id: 3050 | n_neighbor: 27 | dens_i: 38.7199 | updated sml: 0.360137 | v_sig_max: 0.817305
Particle id: 3700 | n_neighbor: 28 | dens_i: 111.978 | updated sml: 0.252776 | v_sig_max: 0.937181
Particle id: 1950 | n_neighbor: 24 | dens_i: 112.773 | updated sml: 0.25218 | v_sig_max: 0.886323
Particle id: 3100 | n_neighbor: 31 | dens_i: 18.3417 | updated sml: 0.46199 | v_sig_max: 0.540074
Particle id: 1000 | n_neighbor: 27 | dens_i: 61.2489 | updated sml: 0.309086 | v_sig_max: 0.894681
Particle id: 3750 | n_neighbor: 32 | dens_i: 27.2911 | updated sml: 0.404674 | v_sig_max: 0.624724
Particle id: 2000 | n_neighbor: 25 | dens_i: 134.015 | updated sml: 0.238083 | v_sig_max: 0.967059
Particle id: 3150 | n_neighbor: 26 | dens_i: 98.7074 | updated sml: 0.263631 | v_sig_max: 0.916027
Particle id: 1050 | n_neighbor: 31 | dens_i: 22.6519 | updated sml: 0.430603 | v_sig_max: 0.803819
Particle id: 3800 | n_neighbor: 30 | dens_i: 22.6101 | updated sml: 0.430869 | v_sig_max: 0.651016
Particle id: 2050 | n_neighbor: 27 | dens_i: 18.6497 | updated sml: 0.459432 | v_sig_max: 0.686428
Particle id: 3850 | n_neighbor: 27 | dens_i: 87.4953 | updated sml: 0.274442 | v_sig_max: 0.892216
Particle id: 2100 | n_neighbor: 25 | dens_i: 62.4034 | updated sml: 0.307168 | v_sig_max: 0.817319
Particle id: 3900 | n_neighbor: 28 | dens_i: 43.0751 | updated sml: 0.347566 | v_sig_max: 0.784146
Particle id: 3950 | n_neighbor: 30 | dens_i: 22.6101 | updated sml: 0.430869 | v_sig_max: 0.651016
Particle id: 4000 | n_neighbor: 29 | dens_i: 40.4043 | updated sml: 0.355061 | v_sig_max: 0.745791
Particle id: 4050 | n_neighbor: 31 | dens_i: 29.5854 | updated sml: 0.393931 | v_sig_max: 0.716935
Particle id: 4100 | n_neighbor: 31 | dens_i: 5.32751 | updated sml: 0.697599 | v_sig_max: 0.42667
Particle id: 4150 | n_neighbor: 31 | dens_i: 33.893 | updated sml: 0.376481 | v_sig_max: 0.87629
Particle id: 4200 | n_neighbor: 32 | dens_i: 9.17279 | updated sml: 0.58203 | v_sig_max: 0.825854
loop: 67, time: 6.04714, dt: 0.0566823, num: 4224
write results/00020.dat
Particle id: 0 | n_neighbor: 36 | dens_i: 2.64636 | updated sml: 0.880841 | v_sig_max: 0.773071
Particle id: 1600 | n_neighbor: 33 | dens_i: 25.2677 | updated sml: 0.4152 | v_sig_max: 0.823703
Particle id: 550 | n_neighbor: 27 | dens_i: 43.3008 | updated sml: 0.346961 | v_sig_max: 0.808216
Particle id: 3700 | n_neighbor: 28 | dens_i: 113.416 | updated sml: 0.251703 | v_sig_max: 0.932729
Particle id: 1100 | n_neighbor: 29 | dens_i: 46.6627 | updated sml: 0.33842 | v_sig_max: 0.865587
Particle id: 600 | n_neighbor: 32 | dens_i: 36.0034 | updated sml: 0.368977 | v_sig_max: 0.743812
Particle id: 2150 | n_neighbor: 24 | dens_i: 113.907 | updated sml: 0.25134 | v_sig_max: 0.881596
Particle id: 2650 | n_neighbor: 26 | dens_i: 160.406 | updated sml: 0.224236 | v_sig_max: 0.990253
Particle id: 1150 | n_neighbor: 32 | dens_i: 27.3443 | updated sml: 0.404412 | v_sig_max: 0.634727
Particle id: 3750 | n_neighbor: 32 | dens_i: 27.3443 | updated sml: 0.404412 | v_sig_max: 0.634727
Particle id: 650 | n_neighbor: 32 | dens_i: 9.01172 | updated sml: 0.585479 | v_sig_max: 0.491893
Particle id: 2200 | n_neighbor: 27 | dens_i: 166.575 | updated sml: 0.221433 | v_sig_max: 0.989516
Particle id: 2700 | n_neighbor: 27 | dens_i: 88.7439 | updated sml: 0.273149 | v_sig_max: 0.885362
Particle id: 1200 | n_neighbor: 35 | dens_i: 7.06005 | updated sml: 0.635103 | v_sig_max: 0.49181
Particle id: 700 | n_neighbor: 32 | dens_i: 19.9495 | updated sml: 0.449231 | v_sig_max: 0.529134
Particle id: 2250 | n_neighbor: 32 | dens_i: 24.6187 | updated sml: 0.418817 | v_sig_max: 0.899622
Particle id: 1650 | n_neighbor: 28 | dens_i: 193.936 | updated sml: 0.210488 | v_sig_max: 1.01581
Particle id: 50 | n_neighbor: 31 | dens_i: 34.5989 | updated sml: 0.373902 | v_sig_max: 0.886337
Particle id: 3200 | n_neighbor: 26 | dens_i: 160.406 | updated sml: 0.224236 | v_sig_max: 0.990253
Particle id: 2300 | n_neighbor: 25 | dens_i: 244.59 | updated sml: 0.19482 | v_sig_max: 0.996148
Particle id: 1700 | n_neighbor: 33 | dens_i: 25.2677 | updated sml: 0.4152 | v_sig_max: 0.823703
Particle id: 2750 | n_neighbor: 30 | dens_i: 5.30291 | updated sml: 0.698676 | v_sig_max: 0.424185
Particle id: 3250 | n_neighbor: 31 | dens_i: 48.5066 | updated sml: 0.334076 | v_sig_max: 0.872925
Particle id: 100 | n_neighbor: 31 | dens_i: 34.5989 | updated sml: 0.373902 | v_sig_max: 0.886337
Particle id: 1750 | n_neighbor: 27 | dens_i: 46.1927 | updated sml: 0.339564 | v_sig_max: 0.870698
Particle id: 3800 | n_neighbor: 30 | dens_i: 22.8366 | updated sml: 0.42944 | v_sig_max: 0.654727
Particle id: 2800 | n_neighbor: 26 | dens_i: 119.937 | updated sml: 0.247056 | v_sig_max: 0.945661
Particle id: 3300 | n_neighbor: 31 | dens_i: 23.6274 | updated sml: 0.424596 | v_sig_max: 0.675146
Particle id: 750 | n_neighbor: 28 | dens_i: 32.0356 | updated sml: 0.38362 | v_sig_max: 0.741182
Particle id: 2350 | n_neighbor: 28 | dens_i: 41.593 | updated sml: 0.351646 | v_sig_max: 0.811285
Particle id: 1800 | n_neighbor: 29 | dens_i: 16.3312 | updated sml: 0.48022 | v_sig_max: 0.856117
Particle id: 1250 | n_neighbor: 24 | dens_i: 79.4624 | updated sml: 0.283395 | v_sig_max: 0.891147
Particle id: 1250 | n_neighbor: 24 | dens_i: 79.4624 | updated sml: 0.283395 | v_sig_max: 0.891147
Particle id: 1250 | n_neighbor: 24 | dens_i: 79.4624 | updated sml: 0.283395 | v_sig_max: 0.891147
Particle id: 3300 | n_neighbor: 31 | dens_i: 23.6274 | updated sml: 0.424596 | v_sig_max: 0.675146
Particle id: 1250 | n_neighbor: 24 | dens_i: 79.4624 | updated sml: 0.283395 | v_sig_max: 0.891147
Particle id: 3300 | n_neighbor: 31 | dens_i: 23.6274 | updated sml: 0.424596 | v_sig_max: 0.675146
Particle id: 750 | n_neighbor: 28 | dens_i: 32.0356 | updated sml: 0.38362 | v_sig_max: 0.741182
Particle id: 3850 | n_neighbor: 27 | dens_i: 88.7439 | updated sml: 0.273149 | v_sig_max: 0.885362
Particle id: 150 | n_neighbor: 32 | dens_i: 8.06386 | updated sml: 0.607574 | v_sig_max: 0.447621
Particle id: 2400 | n_neighbor: 31 | dens_i: 27.879 | updated sml: 0.401809 | v_sig_max: 0.743748
Particle id: 3350 | n_neighbor: 32 | dens_i: 27.3443 | updated sml: 0.404412 | v_sig_max: 0.634727
Particle id: 800 | n_neighbor: 31 | dens_i: 27.879 | updated sml: 0.401809 | v_sig_max: 0.743748
Particle id: 1300 | n_neighbor: 30 | dens_i: 40.8275 | updated sml: 0.35383 | v_sig_max: 0.757742
Particle id: 2450 | n_neighbor: 27 | dens_i: 66.6453 | updated sml: 0.300508 | v_sig_max: 0.840389
Particle id: 3400 | n_neighbor: 30 | dens_i: 35.703 | updated sml: 0.370008 | v_sig_max: 0.758616
Particle id: 200 | n_neighbor: 27 | dens_i: 39.2466 | updated sml: 0.358519 | v_sig_max: 0.822252
Particle id: 1850 | n_neighbor: 28 | dens_i: 136.452 | updated sml: 0.236657 | v_sig_max: 0.925918
Particle id: 2850 | n_neighbor: 26 | dens_i: 75.5399 | updated sml: 0.288217 | v_sig_max: 0.89481
Particle id: 2500 | n_neighbor: 27 | dens_i: 46.1927 | updated sml: 0.339564 | v_sig_max: 0.870698
Particle id: 3450 | n_neighbor: 26 | dens_i: 140.602 | updated sml: 0.234305 | v_sig_max: 0.989516
Particle id: 3900 | n_neighbor: 28 | dens_i: 43.5155 | updated sml: 0.346389 | v_sig_max: 0.794363
Particle id: 250 | n_neighbor: 25 | dens_i: 2.75371 | updated sml: 0.86924 | v_sig_max: 0.32114
Particle id: 1900 | n_neighbor: 25 | dens_i: 136.208 | updated sml: 0.236798 | v_sig_max: 0.969265
Particle id: 1900 | n_neighbor: 25 | dens_i: 136.208 | updated sml: 0.236798 | v_sig_max: 0.969265Particle id: 850 | n_neighbor: 31 | dens_i: 36.8736 | updated sml: 0.366052 | v_sig_max: 0.759305
Particle id: 300 | n_neighbor: 28 | dens_i: 43.5155 | updated sml: 0.346389 | v_sig_max: 0.794363
Particle id: 1350 | n_neighbor: 24 | dens_i: 153.72 | updated sml: 0.227441 | v_sig_max: 1.01169
Particle id: 3950 | n_neighbor: 30 | dens_i: 22.8366 | updated sml: 0.42944 | v_sig_max: 0.654727
Particle id: 900 | n_neighbor: 31 | dens_i: 27.879 | updated sml: 0.401809 | v_sig_max: 0.743748
Particle id: 350 | n_neighbor: 37 | dens_i: 2.90983 | updated sml: 0.85341 | v_sig_max: 0.584319
Particle id: 1400 | n_neighbor: 27 | dens_i: 62.1485 | updated sml: 0.307588 | v_sig_max: 0.899639
Particle id: 4000 | n_neighbor: 30 | dens_i: 40.8275 | updated sml: 0.35383 | v_sig_max: 0.757742
Particle id: 950 | n_neighbor: 32 | dens_i: 36.0034 | updated sml: 0.368977 | v_sig_max: 0.743812
Particle id: 1950 | n_neighbor: 24 | dens_i: 113.907 | updated sml: 0.25134 | v_sig_max: 0.881596
Particle id: 400 | n_neighbor: 28 | dens_i: 54.1041 | updated sml: 0.322133 | v_sig_max: 0.842835
Particle id: 3500 | n_neighbor: 27 | dens_i: 79.6668 | updated sml: 0.283152 | v_sig_max: 0.901958
Particle id: 2550 | n_neighbor: 26 | dens_i: 151.047 | updated sml: 0.228775 | v_sig_max: 1.01169
Particle id: 2900 | n_neighbor: 26 | dens_i: 119.937 | updated sml: 0.247056 | v_sig_max: 0.945661
Particle id: 2000 | n_neighbor: 25 | dens_i: 136.208 | updated sml: 0.236798 | v_sig_max: 0.969265
Particle id: 450 | n_neighbor: 31 | dens_i: 16.6044 | updated sml: 0.477571 | v_sig_max: 0.597735
Particle id: 2600 | n_neighbor: 24 | dens_i: 47.2823 | updated sml: 0.336935 | v_sig_max: 0.822295
Particle id: 2950 | n_neighbor: 25 | dens_i: 99.7324 | updated sml: 0.262724 | v_sig_max: 0.930765
Particle id: 4050 | n_neighbor: 32 | dens_i: 29.8165 | updated sml: 0.39291 | v_sig_max: 0.743748
Particle id: 2050 | n_neighbor: 27 | dens_i: 18.8969 | updated sml: 0.45742 | v_sig_max: 0.689612
Particle id: 500 | n_neighbor: 30 | dens_i: 5.30291 | updated sml: 0.698676 | v_sig_max: 0.424185
Particle id: 3550 | n_neighbor: 29 | dens_i: 11.5772 | updated sml: 0.538574 | v_sig_max: 0.445808
Particle id: 3000 | n_neighbor: 27 | dens_i: 44.7926 | updated sml: 0.343065 | v_sig_max: 0.79758
Particle id: 4100 | n_neighbor: 30 | dens_i: 5.30291 | updated sml: 0.698676 | v_sig_max: 0.424185
Particle id: 2100 | n_neighbor: 25 | dens_i: 64.0353 | updated sml: 0.304537 | v_sig_max: 0.831773
Particle id: 3600 | n_neighbor: 32 | dens_i: 19.9495 | updated sml: 0.449231 | v_sig_max: 0.529134
Particle id: 1000 | n_neighbor: 27 | dens_i: 62.1485 | updated sml: 0.307588 | v_sig_max: 0.899639
Particle id: 1450 | n_neighbor: 29 | dens_i: 25.7011 | updated sml: 0.412853 | v_sig_max: 0.649779
Particle id: 4150 | n_neighbor: 31 | dens_i: 34.5989 | updated sml: 0.373902 | v_sig_max: 0.886337
Particle id: 3050 | n_neighbor: 27 | dens_i: 39.2466 | updated sml: 0.358519 | v_sig_max: 0.822252
Particle id: 1050 | n_neighbor: 31 | dens_i: 23.1015 | updated sml: 0.427792 | v_sig_max: 0.808681
Particle id: 3650 | n_neighbor: 26 | dens_i: 92.5269 | updated sml: 0.269375 | v_sig_max: 0.867654
Particle id: 1500 | n_neighbor: 28 | dens_i: 36.7865 | updated sml: 0.366339 | v_sig_max: 0.868415
Particle id: 4200 | n_neighbor: 32 | dens_i: 9.31285 | updated sml: 0.579097 | v_sig_max: 0.824641
Particle id: 3100 | n_neighbor: 31 | dens_i: 18.305 | updated sml: 0.462299 | v_sig_max: 0.538794
Particle id: 1550 | n_neighbor: 23 | dens_i: 62.6222 | updated sml: 0.30681 | v_sig_max: 0.934368
Particle id: 3150 | n_neighbor: 26 | dens_i: 99.8726 | updated sml: 0.262601 | v_sig_max: 0.919288
loop: 68, time: 6.10317, dt: 0.0560274, num: 4224
Particle id: 0 | n_neighbor: 37 | dens_i: 2.65922 | updated sml: 0.879419 | v_sig_max: 0.795703
Particle id: 1600 | n_neighbor: 33 | dens_i: 25.6693 | updated sml: 0.413023 | v_sig_max: 0.826624
